"Customer ID","Purchase Date","Product Category","Product Price","Quantity","Total Purchase Amount","Payment Method","Customer Age","Returns","Customer Name","Age","Gender","Churn"
"27544","2023-01-28 13:20:45","Home","22","1","4501","PayPal","62","1.0","Kevin Daniels","62","Female","0"
"27544","2021-02-10 20:26:49","Home","199","1","3872","Credit Card","62","0.0","Kevin Daniels","62","Female","0"
"27544","2020-02-15 07:25:06","Books","192","4","614","Cash","62","1.0","Kevin Daniels","62","Female","0"
"27544","2020-08-19 10:17:25","Home","147","2","2782","Cash","62","0.0","Kevin Daniels","62","Female","0"
"27130","2022-01-23 10:57:35","Books","499","2","4813","PayPal","57","0.0","Kelsey Wilson","57","Male","0"
"27130","2022-11-01 21:40:40","Electronics","293","1","3278","Credit Card","57","1.0","Kelsey Wilson","57","Male","0"
"27130","2020-02-09 00:54:45","Clothing","437","5","4523","Credit Card","57","","Kelsey Wilson","57","Male","0"
"27130","2022-08-13 07:20:08","Home","237","2","543","Cash","57","1.0","Kelsey Wilson","57","Male","0"
"27130","2020-07-03 22:46:24","Books","431","4","3371","PayPal","57","1.0","Kelsey Wilson","57","Male","0"
"27130","2022-07-09 18:45:23","Books","219","3","1915","Cash","57","1.0","Kelsey Wilson","57","Male","0"
"47352","2020-12-25 02:29:04","Electronics","374","4","4760","Cash","58","","Mary Kaufman","58","Female","0"
"47352","2022-12-20 10:48:46","Clothing","290","3","1091","Cash","58","0.0","Mary Kaufman","58","Female","0"
"47352","2022-06-09 20:59:15","Clothing","272","4","5266","Cash","58","0.0","Mary Kaufman","58","Female","0"
"47352","2021-08-08 00:51:12","Books","307","3","1895","Cash","58","","Mary Kaufman","58","Female","0"
"5961","2022-05-15 12:01:12","Electronics","77","5","1981","Credit Card","21","0.0","Amber Jones","21","Male","0"
"5961","2022-04-11 11:40:38","Books","149","5","4778","Credit Card","21","1.0","Amber Jones","21","Male","0"
"5961","2022-08-23 12:23:49","Electronics","142","5","2282","PayPal","21","1.0","Amber Jones","21","Male","0"
"5961","2022-01-18 05:07:50","Books","425","4","4899","Credit Card","21","0.0","Amber Jones","21","Male","0"
"5961","2021-02-19 16:58:13","Electronics","293","5","2053","PayPal","21","0.0","Amber Jones","21","Male","0"
"5961","2020-08-11 06:10:39","Electronics","14","2","5057","Cash","21","1.0","Amber Jones","21","Male","0"
"46646","2020-07-28 01:20:17","Electronics","417","3","4536","PayPal","65","","Rhonda Williams","65","Female","0"
"46646","2020-06-02 13:35:54","Clothing","488","4","3737","PayPal","65","0.0","Rhonda Williams","65","Female","0"
"46646","2021-09-15 19:12:40","Books","282","4","1617","PayPal","65","0.0","Rhonda Williams","65","Female","0"
"46646","2023-01-02 15:43:59","Electronics","410","5","1827","PayPal","65","0.0","Rhonda Williams","65","Female","0"
"46646","2022-12-08 11:42:27","Home","228","3","4680","Credit Card","65","1.0","Rhonda Williams","65","Female","0"
"46646","2022-06-13 21:28:05","Electronics","227","2","5139","Cash","65","0.0","Rhonda Williams","65","Female","0"
"46646","2022-12-11 10:58:45","Home","274","5","4233","Cash","65","0.0","Rhonda Williams","65","Female","0"
"9950","2021-01-03 14:34:30","Home","147","4","234","PayPal","20","1.0","Nichole Brown","20","Male","0"
"9950","2020-11-25 11:49:23","Home","491","3","1543","Credit Card","20","0.0","Nichole Brown","20","Male","0"
"9950","2020-12-24 05:27:55","Clothing","434","3","840","PayPal","20","0.0","Nichole Brown","20","Male","0"
"9950","2022-11-12 03:58:56","Books","365","1","2682","Cash","20","1.0","Nichole Brown","20","Male","0"
"9950","2021-09-28 16:08:23","Home","328","4","706","PayPal","20","1.0","Nichole Brown","20","Male","0"
"9950","2021-11-28 21:18:09","Clothing","286","4","5099","Cash","20","0.0","Nichole Brown","20","Male","0"
"9950","2021-07-22 18:01:28","Home","65","1","2526","Cash","20","0.0","Nichole Brown","20","Male","0"
"9950","2022-04-24 17:09:48","Books","406","3","725","Credit Card","20","0.0","Nichole Brown","20","Male","0"
"10149","2023-06-18 22:48:21","Clothing","71","4","392","PayPal","33","1.0","Lori Shaffer","33","Female","0"
"10149","2022-02-16 10:50:16","Clothing","297","5","3036","Cash","33","1.0","Lori Shaffer","33","Female","0"
"10149","2022-08-08 03:44:57","Electronics","219","4","4809","PayPal","33","0.0","Lori Shaffer","33","Female","0"
"10149","2021-03-02 05:02:37","Books","235","1","4388","PayPal","33","","Lori Shaffer","33","Female","0"
"10149","2021-12-10 23:31:21","Home","248","5","3931","Credit Card","33","1.0","Lori Shaffer","33","Female","0"
"10149","2023-01-02 18:28:58","Clothing","43","5","2537","PayPal","33","0.0","Lori Shaffer","33","Female","0"
"49034","2020-03-21 05:26:09","Clothing","334","2","3386","Cash","36","1.0","Matthew Murray","36","Male","0"
"49034","2020-08-06 13:23:06","Electronics","33","5","1859","PayPal","36","1.0","Matthew Murray","36","Male","0"
"49034","2022-01-09 07:52:33","Electronics","36","4","971","PayPal","36","1.0","Matthew Murray","36","Male","0"
"49034","2021-04-08 04:33:24","Electronics","233","4","4812","Cash","36","0.0","Matthew Murray","36","Male","0"
"49034","2022-03-03 01:54:28","Clothing","41","5","3834","Cash","36","","Matthew Murray","36","Male","0"
"3755","2022-06-25 14:36:48","Electronics","338","3","4671","Cash","29","","Thomas Payne","29","Male","0"
"3755","2021-02-23 08:25:23","Home","270","5","4645","PayPal","29","","Thomas Payne","29","Male","0"
"3755","2020-07-19 13:42:46","Electronics","402","2","3533","PayPal","29","0.0","Thomas Payne","29","Male","0"
"3755","2021-11-18 21:19:20","Home","267","4","1897","Credit Card","29","","Thomas Payne","29","Male","0"
"3755","2020-04-18 20:07:30","Books","81","1","3437","Cash","29","0.0","Thomas Payne","29","Male","0"
"3755","2021-11-23 14:18:15","Clothing","290","1","556","Credit Card","29","0.0","Thomas Payne","29","Male","0"
"3755","2022-12-09 01:31:58","Home","302","1","1284","Cash","29","0.0","Thomas Payne","29","Male","0"
"3755","2021-01-16 22:50:33","Home","62","4","1009","Credit Card","29","","Thomas Payne","29","Male","0"
"21380","2020-04-25 18:19:44","Books","261","3","3172","Credit Card","53","0.0","Sherri Oliver","53","Female","0"
"21380","2022-11-06 07:01:57","Clothing","488","2","1226","PayPal","53","1.0","Sherri Oliver","53","Female","0"
"21380","2022-03-27 01:07:47","Books","460","4","2702","Credit Card","53","0.0","Sherri Oliver","53","Female","0"
"46500","2020-05-05 18:07:19","Electronics","404","1","251","Cash","30","1.0","Jacob Powell DDS","30","Female","0"
"46500","2020-06-12 11:31:42","Books","106","1","1768","Cash","30","","Jacob Powell DDS","30","Female","0"
"46500","2022-05-29 21:01:44","Books","447","1","632","Credit Card","30","0.0","Jacob Powell DDS","30","Female","0"
"46500","2021-01-25 22:10:55","Clothing","399","2","2472","Credit Card","30","0.0","Jacob Powell DDS","30","Female","0"
"23368","2020-12-12 21:18:52","Electronics","397","3","3816","Cash","42","","Jeffrey Fisher","42","Male","0"
"23368","2022-02-01 14:44:59","Electronics","81","5","436","Cash","42","0.0","Jeffrey Fisher","42","Male","0"
"23368","2023-01-28 14:46:16","Books","211","2","609","Credit Card","42","1.0","Jeffrey Fisher","42","Male","0"
"23368","2023-08-04 08:58:54","Clothing","424","5","4525","PayPal","42","1.0","Jeffrey Fisher","42","Male","0"
"23368","2021-03-11 02:05:48","Home","377","1","2623","Credit Card","42","1.0","Jeffrey Fisher","42","Male","0"
"23368","2022-12-19 01:32:48","Home","260","3","1921","PayPal","42","0.0","Jeffrey Fisher","42","Male","0"
"30873","2021-10-31 09:33:07","Home","102","5","3310","PayPal","52","0.0","Sarah Black","52","Female","0"
"30873","2020-06-18 02:10:12","Books","389","2","4503","Credit Card","52","0.0","Sarah Black","52","Female","0"
"30873","2020-01-03 05:40:19","Home","492","2","1443","Cash","52","1.0","Sarah Black","52","Female","0"
"30873","2021-10-03 16:12:26","Books","168","3","4699","Credit Card","52","1.0","Sarah Black","52","Female","0"
"30873","2021-04-02 01:04:41","Books","379","2","2590","PayPal","52","0.0","Sarah Black","52","Female","0"
"9682","2020-01-17 06:37:29","Clothing","163","1","1238","Credit Card","54","0.0","Erin Smith","54","Female","0"
"9682","2021-11-04 19:10:30","Home","344","3","3129","Credit Card","54","1.0","Erin Smith","54","Female","0"
"9682","2022-08-26 16:44:47","Books","435","3","4799","Cash","54","1.0","Erin Smith","54","Female","0"
"9682","2023-02-19 02:27:43","Books","115","2","4560","Credit Card","54","0.0","Erin Smith","54","Female","0"
"9682","2020-09-21 16:07:24","Electronics","55","2","1838","Cash","54","","Erin Smith","54","Female","0"
"22330","2021-05-05 05:06:53","Books","242","1","2381","PayPal","35","1.0","Sara Barber","35","Female","0"
"22330","2023-02-25 01:45:00","Home","297","2","3177","PayPal","35","0.0","Sara Barber","35","Female","0"
"22330","2022-03-07 10:19:23","Electronics","487","2","4248","PayPal","35","1.0","Sara Barber","35","Female","0"
"3839","2022-08-30 15:15:20","Books","261","3","3603","Cash","46","0.0","Alison Anderson","46","Female","1"
"3839","2023-09-11 09:37:56","Electronics","133","2","4298","PayPal","46","","Alison Anderson","46","Female","1"
"3839","2021-09-28 22:55:25","Clothing","248","5","3648","PayPal","46","1.0","Alison Anderson","46","Female","1"
"3839","2023-01-16 10:11:58","Electronics","381","4","1770","Cash","46","0.0","Alison Anderson","46","Female","1"
"3839","2021-03-03 17:28:25","Books","483","3","3771","PayPal","46","1.0","Alison Anderson","46","Female","1"
"3839","2022-07-02 10:56:42","Home","415","5","1355","Credit Card","46","1.0","Alison Anderson","46","Female","1"
"3839","2022-11-27 05:10:53","Books","400","1","3000","Cash","46","","Alison Anderson","46","Female","1"
"3839","2020-10-31 00:10:16","Electronics","497","2","4200","Credit Card","46","1.0","Alison Anderson","46","Female","1"
"3839","2021-12-26 06:07:55","Home","267","2","3742","PayPal","46","0.0","Alison Anderson","46","Female","1"
"18478","2022-06-27 04:58:29","Electronics","321","4","4448","Cash","67","1.0","Ashley Smith","67","Male","0"
"18478","2022-06-15 07:14:43","Electronics","306","2","4202","PayPal","67","1.0","Ashley Smith","67","Male","0"
"18478","2022-02-17 08:48:57","Books","231","1","4456","PayPal","67","1.0","Ashley Smith","67","Male","0"
"18478","2021-04-30 14:56:05","Clothing","295","4","3595","Cash","67","0.0","Ashley Smith","67","Male","0"
"41824","2021-02-20 21:10:11","Clothing","141","1","5164","Cash","40","0.0","Desiree Gordon","40","Female","0"
"28514","2020-12-04 23:15:35","Books","379","4","2593","Cash","66","1.0","Samuel Johnson","66","Female","1"
"28514","2021-03-01 21:38:54","Clothing","439","4","3889","Credit Card","66","","Samuel Johnson","66","Female","1"
"28514","2022-06-09 03:15:44","Electronics","259","2","2710","PayPal","66","0.0","Samuel Johnson","66","Female","1"
"28514","2020-09-28 09:11:22","Books","439","4","620","Credit Card","66","0.0","Samuel Johnson","66","Female","1"
"702","2023-03-11 02:17:46","Books","48","4","3955","PayPal","27","1.0","Kyle Brown","27","Male","0"
"702","2020-02-12 11:21:28","Clothing","389","2","3648","Cash","27","0.0","Kyle Brown","27","Male","0"
"702","2020-12-07 21:03:34","Books","464","3","4283","Cash","27","1.0","Kyle Brown","27","Male","0"
"702","2022-09-18 06:03:05","Electronics","363","1","1327","PayPal","27","0.0","Kyle Brown","27","Male","0"
"702","2020-12-05 18:32:15","Home","33","5","3782","Cash","27","0.0","Kyle Brown","27","Male","0"
"19691","2022-12-05 22:12:30","Home","350","3","1643","Credit Card","55","0.0","Sharon Sherman","55","Female","0"
"19691","2022-06-19 20:18:33","Electronics","24","5","5225","PayPal","55","0.0","Sharon Sherman","55","Female","0"
"19691","2023-08-14 22:09:09","Electronics","392","3","3221","PayPal","55","1.0","Sharon Sherman","55","Female","0"
