"Customer ID","Purchase Date","Product Category","Product Price","Quantity","Total Purchase Amount","Payment Method","Customer Age","Returns","Customer Name","Age","Gender","Churn"
"45636","2021-05-25 18:04:48","Electronics","33","1","2946","Cash","18","0.0","Steve Kidd","18","Male","0"
"45636","2023-01-13 02:38:43","Books","149","2","4939","Credit Card","18","1.0","Steve Kidd","18","Male","0"
"45636","2023-06-26 15:25:45","Books","78","3","822","Cash","18","0.0","Steve Kidd","18","Male","0"
"45636","2020-05-30 18:01:45","Electronics","365","2","4344","Cash","18","0.0","Steve Kidd","18","Male","0"
"45636","2022-03-07 11:22:49","Home","106","4","4198","Credit Card","18","","Steve Kidd","18","Male","0"
"40265","2022-11-17 22:30:40","Home","57","3","2315","Cash","47","1.0","Albert Thompson","47","Female","0"
"40265","2023-01-10 01:22:16","Electronics","392","3","5139","PayPal","47","","Albert Thompson","47","Female","0"
"40265","2021-11-12 18:28:20","Clothing","106","3","421","Cash","47","1.0","Albert Thompson","47","Female","0"
"40265","2020-03-09 22:46:20","Books","410","4","2872","Credit Card","47","1.0","Albert Thompson","47","Female","0"
"40265","2021-08-17 22:20:21","Books","270","4","4312","PayPal","47","","Albert Thompson","47","Female","0"
"40265","2021-09-11 01:33:13","Home","309","4","4739","Credit Card","47","0.0","Albert Thompson","47","Female","0"
"40265","2020-10-03 02:03:28","Electronics","65","5","4769","Credit Card","47","","Albert Thompson","47","Female","0"
"40265","2022-08-29 00:59:02","Home","102","4","2889","Cash","47","1.0","Albert Thompson","47","Female","0"
"28160","2020-11-13 23:21:38","Electronics","100","5","3799","Credit Card","20","0.0","Christina Moore","20","Male","1"
"28160","2023-06-23 13:43:47","Home","439","1","1462","Credit Card","20","0.0","Christina Moore","20","Male","1"
"28160","2022-12-02 00:59:41","Home","243","5","2956","Cash","20","1.0","Christina Moore","20","Male","1"
"28160","2021-08-09 00:42:45","Clothing","379","4","692","PayPal","20","","Christina Moore","20","Male","1"
"28160","2022-10-16 10:58:11","Clothing","139","2","4157","PayPal","20","","Christina Moore","20","Male","1"
"29700","2022-06-07 05:09:09","Home","144","4","3017","Cash","49","0.0","Janet Mason","49","Male","0"
"29700","2022-11-10 15:49:50","Home","315","5","4270","Cash","49","","Janet Mason","49","Male","0"
"29700","2021-06-29 05:12:32","Home","404","5","1625","Cash","49","0.0","Janet Mason","49","Male","0"
"29700","2020-03-24 19:11:00","Books","26","4","5051","PayPal","49","1.0","Janet Mason","49","Male","0"
"29700","2021-08-24 17:47:03","Books","322","4","2622","Credit Card","49","","Janet Mason","49","Male","0"
"29700","2021-11-08 21:49:48","Clothing","298","5","4878","Cash","49","1.0","Janet Mason","49","Male","0"
"29700","2020-01-02 08:24:58","Clothing","169","5","2346","PayPal","49","1.0","Janet Mason","49","Male","0"
"40594","2021-12-22 06:06:09","Clothing","474","1","5173","PayPal","67","0.0","Tiffany Boyd","67","Male","0"
"40594","2023-07-05 14:53:59","Books","425","3","2712","Cash","67","1.0","Tiffany Boyd","67","Male","0"
"40594","2022-11-04 06:45:46","Home","158","2","5148","PayPal","67","0.0","Tiffany Boyd","67","Male","0"
"40594","2023-02-01 11:21:25","Clothing","199","4","1608","Cash","67","1.0","Tiffany Boyd","67","Male","0"
"33799","2022-12-12 01:35:28","Home","284","2","4504","Cash","47","1.0","Zachary Dixon","47","Male","0"
"33799","2023-03-20 03:05:34","Clothing","56","5","3001","Credit Card","47","","Zachary Dixon","47","Male","0"
"33799","2020-04-15 03:17:13","Home","291","3","4632","Credit Card","47","","Zachary Dixon","47","Male","0"
"33799","2020-12-03 08:49:43","Clothing","324","5","819","Credit Card","47","1.0","Zachary Dixon","47","Male","0"
"33799","2020-03-20 16:34:03","Home","436","4","941","PayPal","47","1.0","Zachary Dixon","47","Male","0"
"33799","2022-06-21 15:09:02","Clothing","407","5","611","Credit Card","47","1.0","Zachary Dixon","47","Male","0"
"33799","2023-08-25 06:12:54","Electronics","217","1","1342","Cash","47","","Zachary Dixon","47","Male","0"
