"Customer ID","Purchase Date","Product Category","Product Price","Quantity","Total Purchase Amount","Payment Method","Customer Age","Returns","Customer Name","Age","Gender","Churn"
"25924","2021-03-29 20:27:36","Clothing","101","4","3850","Cash","37","0.0","Mackenzie Robinson","37","Female","0"
"49997","2022-08-21 12:46:16","Electronics","184","4","2095","Cash","65","0.0","Anita Gardner","65","Male","0"
"49997","2021-07-22 19:03:00","Clothing","214","4","3619","PayPal","65","0.0","Anita Gardner","65","Male","0"
"18114","2021-03-22 00:33:25","Clothing","61","1","360","Cash","62","0.0","Jeanne Harper","62","Female","0"
"1476","2021-06-07 17:44:07","Clothing","216","5","461","Credit Card","63","0.0","Amy Smith","63","Male","0"
"1476","2022-07-22 02:59:08","Clothing","333","1","3604","PayPal","63","1.0","Amy Smith","63","Male","0"
"13141","2022-06-02 15:03:38","Home","164","4","3441","Cash","33","1.0","Billy Tanner","33","Female","0"
"13141","2022-05-06 17:25:18","Home","172","2","3598","PayPal","33","0.0","Billy Tanner","33","Female","0"
"6430","2020-05-30 21:40:04","Clothing","324","1","4656","Cash","66","1.0","Brandon Jones","66","Male","0"
"6430","2020-09-19 20:14:46","Books","350","2","2406","Cash","66","0.0","Brandon Jones","66","Male","0"
"6430","2022-09-06 08:41:47","Electronics","425","2","2850","Cash","66","1.0","Brandon Jones","66","Male","0"
"39063","2022-05-30 12:12:15","Electronics","318","4","2888","Cash","26","","Cheryl Whitney","26","Male","0"
"39063","2022-07-15 22:09:32","Books","289","2","1545","Credit Card","26","0.0","Cheryl Whitney","26","Male","0"
"39063","2022-01-09 05:44:05","Books","67","4","4887","Credit Card","26","","Cheryl Whitney","26","Male","0"
"38873","2021-01-11 00:39:35","Books","326","1","5087","Cash","66","0.0","Brittany Fox","66","Female","0"
"38873","2020-05-12 16:29:01","Books","395","2","3433","Cash","66","","Brittany Fox","66","Female","0"
"40943","2022-12-31 01:37:10","Books","216","4","3817","Credit Card","28","0.0","Sean Johnson","28","Male","0"
"40943","2023-05-14 12:42:25","Electronics","136","1","4521","Cash","28","0.0","Sean Johnson","28","Male","0"
"40943","2023-09-08 23:55:31","Home","337","5","3136","Credit Card","28","","Sean Johnson","28","Male","0"
"10250","2023-01-10 05:31:42","Home","150","1","3594","PayPal","55","1.0","Patricia Knight DDS","55","Female","0"
"10250","2023-02-26 15:00:32","Books","251","1","2706","Cash","55","","Patricia Knight DDS","55","Female","0"
"10250","2023-04-14 00:02:45","Electronics","185","2","4424","PayPal","55","0.0","Patricia Knight DDS","55","Female","0"
"44609","2022-07-12 12:51:54","Home","407","1","1434","Cash","38","1.0","Eric Shepherd","38","Male","1"
"44609","2020-06-02 03:32:51","Electronics","159","3","2913","PayPal","38","1.0","Eric Shepherd","38","Male","1"
